3849,3743,3950,6
4653,1530,4669,9
1727,4527,2963,2
4552,3303,588,6
416,2301,2350,6
2173,1576,40,9
3899,2560,1603,5
2818,1466,1748,8
1181,2972,3337,2
598,4437,1277,0
2366,3916,4667,5
634,1794,3943,5
1897,4704,4723,5
613,4658,89,5
454,4640,2192,1
1745,1681,3940,0
4773,4891,906,4
585,4112,469,6
2625,4649,731,10
2700,2792,4437,0
2019,3217,3238,10
430,962,3861,7
3802,160,4908,1
4963,1183,377,4
1922,87,4899,2
1668,1055,192,4
4406,2004,2333,2
906,3894,344,8
3842,1155,859,8
1848,1211,2590,7
4843,3294,122,2
3003,2143,2244,2
3175,3937,1830,2
1542,2994,4195,5
1707,321,4184,3
4875,2461,1792,3
4944,4306,2576,5
3668,3543,3156,10
524,4602,4693,5
4305,368,1031,5
2968,657,2754,6
1526,2162,1016,1
4583,3031,3584,8
2782,2369,3111,10
2884,1807,2322,0
2223,3770,2997,10
3373,4962,2886,1
1474,308,615,5
3264,1909,441,8
2608,4459,873,3
1433,702,1868,4
745,3335,2025,5
1243,4192,4882,1
3250,1104,2275,9
4459,1381,3540,7
4802,367,4547,7
3792,738,4142,5
1097,2485,2723,5
81,3763,153,10
4801,446,4829,5
3044,68,1624,5
3181,2623,4320,6
2475,268,1829,8
438,3379,555,8
67,3857,2486,6
3085,3594,388,9
616,4145,4602,3
3557,750,1111,0
298,2942,3555,8
3640,3094,3881,2
2823,2849,2498,1
1463,4285,3422,6
908,4635,2042,7
3143,3899,421,2
2933,304,4513,3
614,3837,1110,5
56,2045,4870,6
3969,4483,217,4
4995,2899,149,3
4572,4952,985,1
2926,4205,2755,1
4213,1758,2357,4
2571,3860,1268,0
2248,1632,980,2
3197,2085,294,9
4113,709,1595,9
2234,64,2317,5
4634,3100,50,8
3159,4026,4709,0
1730,4023,3821,8
2450,1342,3237,9
1347,1686,2304,3
2315,495,2009,2
1721,4267,881,1
3232,2314,631,7
4692,1735,674,2
3467,1948,3102,8
4647,1007,3083,6
4563,1742,2753,3
4627,1406,585,1
4553,3026,1516,1
3245,1163,3336,1
1385,1957,3641,8
2822,4076,1320,0
4055,4883,4145,2
4418,1083,4825,10
4168,1815,444,2
3406,3981,51,5
590,2901,1535,9
519,1102,947,8
1577,2445,410,9
1323,4792,4210,0
3233,2427,3548,1
1731,3119,2386,6
2176,555,3400,8
3761,2057,4451,9
3808,3974,3574,3
2977,3083,1022,1
1003,1308,950,10
4970,4005,2266,1
4959,2479,2017,10
861,610,4961,0
3303,1578,564,0
390,307,2830,1
1652,3218,2028,0
1881,3779,3119,9
957,2200,4777,2
1275,1772,4861,5
4496,4670,1463,6
4385,1688,4784,0
48,4581,4076,2
2706,4194,1276,5
2427,4391,1978,9
2945,1060,1803,9
4218,1736,3375,1
4057,1213,3143,2
4502,4872,1643,1
3673,3158,545,0
4296,4521,4449,6
1431,712,716,10
3464,455,2751,4
3968,4886,4599,10
1029,623,1386,2
495,2272,2551,3
2406,3992,3109,6
1200,2505,2291,0
3123,3230,2942,1
163,4673,4376,6
1932,1052,2946,7
4693,1715,1965,5
3323,274,41,7
3732,661,4224,0
4642,2209,2504,2
4935,1893,554,9
3639,3,976,6
3163,4539,1932,7
4437,2875,2635,5
2953,2079,2684,3
802,1741,2612,3
807,4907,3923,8
2000,171,2096,10
3797,1744,2752,3
1849,3679,4774,0
3568,2093,4964,7
845,3351,1723,5
4102,479,3007,3
4141,993,3932,5
4245,1907,4133,0
4914,4647,291,10
1388,1194,2721,1
4362,736,88,9
4445,387,78,3
2496,2072,759,2
3061,4968,4886,9
4664,3851,4203,2
656,1840,4810,6
3078,111,2004,9
3873,3312,4676,5
2479,4262,4201,10
4043,4480,803,6
803,404,3343,8
4899,4234,3915,1
4358,1402,2526,2
1890,1513,3799,4
2096,4774,752,1
2436,4392,2068,3
2380,682,4653,2
1550,2746,3571,9
72,694,3998,10
3018,567,2516,8
1842,4311,1083,1
1715,4806,3825,9
4723,2048,2839,1
3907,4721,632,6
2095,1624,4459,2
4465,3323,1596,5
4238,2866,231,1
3709,156,3931,5
2876,2084,3755,10
4172,430,4892,10
1636,3736,1999,8
3283,2961,4883,8
360,3223,734,8
2319,1218,1913,7
1292,2227,2437,5
3378,2055,311,8
1281,973,4045,6
1247,58,3982,8
4099,4364,1245,2
3973,4940,2301,1
2534,33,3897,8
568,543,3013,3
1852,3173,2760,10
3374,4006,1080,10
4088,31,4839,5
4422,723,3591,5
4911,1652,491,10
1366,4559,4732,7
3172,1567,1591,4
3745,3032,2421,2
2198,3728,166,1
472,3967,952,1
1935,2000,93,9
31,2853,3939,10
4851,3645,57,0
2359,3037,4017,3
1352,3963,1425,2
4024,946,3893,5
1571,2586,4177,10
1874,4833,2748,7
4633,1081,1124,0
4726,353,3410,3
3162,110,4036,4
3778,2595,1261,5
1457,3882,2419,8
2478,2056,1847,1
527,3623,2463,7
4239,1306,3464,7
926,39,1280,3
816,1849,3321,4
2539,462,81,3
3548,1847,1517,10
2807,3451,2921,2
355,4225,1025,7
3847,4734,4464,9
2396,1637,148,1
3636,4340,3439,3
1967,719,2409,7
2312,1295,4919,9
1838,4506,2300,8
4230,1229,3765,9
3349,4024,107,8
2353,3776,4251,1
4344,2584,473,5
3273,885,3942,8
1344,4105,3227,7
1504,767,2426,1
1690,2089,1530,3
4870,3842,3966,0
3069,4773,652,7
461,3603,4052,10
323,2819,1525,9
1604,4520,4850,3
3869,1428,749,6
165,4862,110,8
1719,1228,3226,3
1492,2078,2432,3
3026,3270,4454,8
3922,3962,1640,2
337,4630,1730,4
641,501,3292,10
3336,285,3639,7
2587,1891,2910,5
3445,929,4048,2
3279,3797,4648,0
4739,823,1739,6
1749,4741,4968,9
3219,1832,2159,9
2118,4706,4338,4
2529,3983,2878,9
4233,1271,4880,5
4452,4342,4450,7
2292,1495,4741,4
1110,1437,580,1
2796,4607,1147,0
176,1814,2503,4
1605,529,3510,4
2682,2049,2145,5
4493,1393,2852,8
1262,1894,4932,10
1663,3419,4423,8
1164,2444,1440,0
419,3960,1205,2
88,3068,764,5
812,2545,249,9
1515,2695,3447,4
2551,421,4221,4
4044,1929,2031,1
4838,540,2225,4
870,4524,1436,8
2544,2555,2980,1
4690,1115,4090,3
2232,4359,2992,10
677,2457,3507,5
1644,2549,2085,9
699,1097,2062,4
2987,4289,1360,8
3060,4334,3418,6
875,3130,4005,7
4353,13,2447,7
115,572,4366,8
1274,374,4261,8
2240,3570,2214,2
651,2184,190,8
190,1705,212,10
3196,2418,994,2
2129,4971,2781,4
1080,1779,1404,0
4842,3193,2697,6
1325,4162,3314,1
872,1634,612,5
3972,2912,4059,5
4967,3455,4957,0
4826,2328,1169,3
1919,2624,3016,6
4253,4418,2098,10
2654,1844,3272,5
604,2312,2898,4
2910,1872,1638,1
2381,1542,3490,6
3039,1676,3559,5
1195,4417,3680,3
2135,2036,825,5
248,1199,2619,2
4271,1458,2383,7
4426,3416,786,7
444,1895,2035,10
198,4210,3409,6
4846,1993,3692,8
4585,66,3122,9
3235,117,4222,3
976,1875,4729,9
824,3622,4843,1
3278,3904,590,8
4622,422,150,0
1666,2131,2873,10
312,2111,4413,3
3198,3540,4305,0
1135,5,4735,1
4755,2423,2036,10
4478,2700,4650,3
1962,2267,2012,4
2349,2297,3330,4
2649,2633,3796,2
257,4119,871,10
466,4713,2157,7
3420,553,565,5
3455,595,1968,2
940,1198,1994,6
808,577,4900,6
223,3630,583,5
407,1764,857,0
55,2394,4334,1
2820,4032,992,10
4841,4144,692,1
517,2377,3312,2
4890,3475,2404,10
4275,4583,3694,0
4979,4799,369,7
4537,2469,2457,0
1686,744,3577,1
3879,4476,556,5
2056,4533,3473,7
97,2752,3788,5
1102,3374,4928,0
1022,2166,4114,7
3117,2019,3900,2
3122,1942,1390,5
610,2683,2618,7
3902,2207,3775,8
4794,3684,1312,5
1416,1910,2235,0
2600,2870,82,10
3334,1166,2092,1
558,4047,4385,9
2330,4943,262,0
502,1193,901,4
3692,2916,2160,2
4015,1030,284,0
2935,2415,4546,6
516,812,2881,9
3506,4727,4885,10
3605,922,3216,10
2376,48,3383,7
2558,70,4249,9
660,4869,3362,4
2276,2621,2168,2
4702,341,3565,5
4463,4842,2879,5
3715,4422,460,8
3564,3979,2420,8
4827,739,4913,7
3423,2308,3729,7
3772,3407,4474,3
1482,1124,1484,4
564,2497,437,6
264,1480,2475,4
4369,1078,1186,9
3722,3002,3142,8
749,3127,1183,8
2245,464,7,5
2345,588,2264,0
2244,703,1085,0
4662,2460,3423,5
1598,1109,518,3
2752,150,1763,5
202,2768,1240,10
1354,2886,4015,10
1377,1087,4267,10
4122,3358,4995,6
1142,3027,3478,4
1006,2480,354,8
917,949,3108,0
4304,4453,225,0
344,704,4872,4
4630,2531,3414,9
388,2196,320,10
3415,3787,3974,4
4308,2404,2818,9
2885,784,2855,10
2849,4413,2071,9
4797,872,2585,2
4976,3520,1814,3
3362,3019,1820,8
153,266,1246,0
727,3103,1810,8
2188,1146,2775,2
285,114,3880,8
2221,4861,1772,1
4025,1690,3984,8
2826,1572,3655,6
1623,3815,595,10
1311,3891,2308,3
513,654,591,10
156,2277,2032,5
3901,4388,2135,9
833,487,146,1
1557,4625,2370,6
2092,4944,2367,9
836,3174,1587,5
4119,2420,806,6
2045,1272,4328,6
4307,15,2580,6
4056,1237,1742,3
3383,3135,4971,6
2181,457,3629,5
220,1303,1211,0
1627,1226,581,1
1205,3118,2743,1
2603,3006,3117,5
3620,3934,391,2
3724,1197,2412,9
4375,4853,3631,9
1793,1906,1539,5
375,2908,4821,0
2591,4079,3723,0
4819,844,2306,2
4485,717,1049,0
2117,2650,36,10
3345,2989,489,1
3215,489,1905,3
2230,4090,3883,3
1322,3724,2589,8
4295,1497,2436,5
3600,762,738,3
1839,2712,2564,10
946,905,3806,1
888,2252,3149,4
2363,4189,3335,2
273,1588,4336,7
4754,2441,1771,2
1095,1203,2821,2
4372,43,2586,0
663,3260,13,8
3489,2374,3080,9
4126,1653,2255,5
2387,2361,4379,0
2916,1245,2423,6
4882,4881,1008,7
486,1093,2001,8
1712,4389,3713,1
2409,815,973,2
3768,1133,2688,8
608,183,4903,0
487,2040,2449,8
1267,4045,2645,4
2912,428,4233,8
4429,766,4970,3
2838,1412,544,10
4023,339,4333,0
2063,427,1616,0
4407,3997,3747,1
4003,2026,4907,10
401,940,1091,7
3789,4232,411,7
982,1699,1419,4
1359,4097,669,9
2260,2809,3832,0
2623,4562,2155,7
1756,198,3805,9
4857,4126,1114,4
4374,1082,2720,6
4606,1685,4462,0
3367,3675,2231,6
4267,1312,2836,5
3553,3333,1838,5
575,3113,11,10
3900,2473,2027,0
3840,3553,1767,8
3272,2365,3704,10
3699,2557,1252,10
4279,1871,2717,0
2303,1376,268,6
4494,3709,3034,2
98,4040,1155,1
2141,1354,1407,1
2,521,3047,10
820,4755,1117,3
4697,2614,1047,0
1107,4489,1547,3
4557,32,4644,1
2713,4036,2331,1
3160,3337,1429,0
832,3076,3767,4
4607,2504,1244,4
3481,2715,1915,7
2829,3833,4636,2
4561,4100,2535,5
1428,881,3035,5
3135,3731,2,9
948,3347,712,1
2565,3483,867,0
2592,1335,3862,9
1590,81,2653,5
1381,4831,3878,8
232,669,1380,3
1216,679,3620,5
4277,4770,1167,6
2862,3903,2262,0
2980,400,4431,1
3739,3604,4722,5
210,3485,960,9
4500,1938,3941,3
36,1010,1143,2
3942,1718,3756,7
2411,4763,2514,3
4504,3562,4380,0
648,2282,2021,8
400,3726,1133,9
1412,2375,266,4
4337,4378,1837,1
4813,1962,2795,3
2489,732,3189,8
2988,4323,500,8
1805,2381,3184,3
3119,3986,2378,10
2021,3471,1784,9
2228,1545,3758,0
2672,1319,3712,6
3826,2462,650,2
2219,2970,3987,0
1856,843,3645,7
3229,1244,3750,8
4956,1373,1474,6
4704,4227,158,0
3308,4371,2396,6
3944,4069,3256,7
3713,3367,1799,4
654,4984,1006,10
1035,4409,997,1
4985,282,625,6
2845,1028,2330,10
3298,1118,4217,5
1030,2684,3304,6
605,142,4101,9
141,4697,3583,8
2194,2346,3628,3
3384,2763,2643,9
478,2779,610,5
1613,2304,4461,8
1300,2851,4595,10
4756,4716,773,7
792,3705,1113,1
143,2805,1522,6
865,3765,2693,7
2456,915,436,6
696,1923,643,2
985,397,3906,4
463,2716,1753,6
4462,690,3257,2
1077,2969,4637,1
2973,3099,4570,1
1140,4760,1676,1
4700,3133,14,9
632,1564,4997,5
2932,1374,2607,7
1569,4308,1478,8
4688,2997,4218,9
2038,1013,2936,4
661,2985,4438,6
1664,3123,1544,9
791,2688,1702,8
1661,917,2805,8
2783,4747,4793,9
1928,3346,2077,4
709,103,3525,10
2309,2371,546,6
1303,2663,230,4
545,2070,1526,4
4223,2368,1455,9
2997,3403,4022,1
2771,355,3870,9
4232,2075,3547,10
4588,3822,1996,5
1091,3799,2567,8
2481,1631,1342,2
4037,2253,2441,8
319,1459,4120,7
2286,2790,1691,6
2774,668,940,2
1438,3774,2339,2
3883,1068,1488,8
4006,2464,1382,3
4228,776,2361,4
147,2958,1942,7
3940,2941,4382,8
409,96,4435,10
2305,831,1450,1
314,2262,3581,7
2749,2490,2362,8
3755,2054,1295,6
4148,2042,2814,7
777,1165,3996,9
754,3719,1192,4
4471,3840,3328,9
2332,4134,3865,10
3429,1296,1836,1
2342,3486,729,9
3204,2077,1352,9
4341,1795,3849,4
3917,797,4138,4
4501,3548,4549,10
4661,4707,3955,4
2541,3010,2198,2
2659,2295,3840,1
2601,3551,1727,3
2423,343,3329,2
2085,4606,3002,9
3976,2556,899,2
3292,765,4860,2
3473,2607,4748,5
4026,1897,2166,5
1310,1539,4645,6
4830,4614,2146,6
2519,992,3413,5
3771,317,820,8
3410,1113,3708,9
1674,2905,4419,8
3076,4655,4354,4
4392,2781,229,1
4194,1920,376,4
4646,3075,815,8
4314,2066,3778,3
2905,3786,289,8
1171,2388,3945,10
2133,1835,4082,8
3623,3058,4384,6
372,2579,772,9
4532,2864,2515,7
68,1041,2280,5
1481,1385,2536,6
295,811,673,5
2922,532,558,3
3492,2906,2014,10
4328,4876,68,7
405,2279,1808,5
3805,603,3110,0
3088,1898,1092,0
4258,4074,4337,9
2383,3236,4389,5
139,296,852,3
4884,1516,4026,2
1615,2804,3930,6
1794,4365,365,10
3167,3865,4248,10
4897,4204,995,8
4183,278,925,1
186,921,760,4
4120,2182,4756,10
1189,955,1716,6
2080,1830,727,5
3351,4579,993,7
3736,1227,3985,3
2844,4030,2213,7
4421,4560,4331,5
366,4573,1846,5
1824,345,103,2
1296,3297,188,4
2062,4176,3801,4
123,3991,3247,5
4641,676,4642,10
13,1399,4668,6
1309,2486,3552,4
4832,516,4918,2
3682,3490,4634,3
4765,1481,2835,2
3059,4468,3287,2
3108,1099,5,10
393,3060,3371,2
3343,3704,812,3
4811,3305,4520,1
3758,3244,4975,7
3112,1550,4475,5
748,4975,2854,1
3192,2902,1200,8
2196,3200,1125,6
2326,1591,3196,8
1900,1619,4100,9
1234,352,1037,9
4738,1973,2875,2
2722,3617,1131,4
579,391,4211,3
437,3877,3407,6
737,3692,2430,0
428,1761,757,2
2059,2409,4593,4
4820,3678,4621,10
4290,1322,2346,10
4288,2097,4027,5
2750,1501,3990,1
1808,385,405,1
1126,2263,2261,7
3200,2590,3615,5
4038,1096,3130,2
3588,4400,1546,3
2416,431,35,9
1330,2634,2411,0
2598,2435,4890,9
4745,1782,3020,4
2693,909,4895,0
3904,200,570,2
2986,2676,3724,9
1000,847,2846,0
1124,3292,1426,7
2295,2386,4110,3
1458,511,2315,1
3103,966,2467,10
3089,2265,4239,0
4393,4115,2134,6
3442,1822,3954,2
282,2936,3716,8
2631,1704,3678,10
3503,98,2581,9
3041,2990,2906,6
2420,2793,1884,5
386,1357,4504,4
3116,1965,2655,5
1578,4138,1911,3
3562,2083,2075,8
1363,1462,1683,6
1823,3198,2387,7
3690,476,4466,5
1254,1566,4064,6
3047,2396,1003,0
1356,3908,1588,10
2268,842,1703,4
4977,3503,908,8
1258,3669,1338,4
3372,1111,889,0
4347,3140,1988,2
3045,4729,3078,1
2168,269,1531,0
144,4270,875,3
4018,2289,2911,1
2588,3861,1442,10
173,1050,3536,0
3648,1470,3965,3
3892,264,446,0
594,1557,678,0
1324,2525,863,8
3320,3808,1212,4
2290,1171,559,6
350,1241,3319,8
3352,4362,4643,10
1685,2651,844,5
4621,4424,996,7
4689,4854,4109,7
1232,1924,2392,0
1266,1333,4309,9
1362,593,1174,4
742,1286,3771,9
2942,2493,2083,8
918,3999,3426,7
4888,523,507,9
470,3900,4940,7
2780,4114,1699,3
83,2022,1964,3
4618,4868,561,6
1400,377,1475,3
969,4871,163,1
1351,1324,4736,0
3276,4089,512,5
929,1090,1051,1
2717,3714,4783,7
1803,3466,872,0
4284,4503,3991,8
1961,3449,1326,2
408,4652,4566,0
2177,3718,4864,3
1699,4633,1341,6
3249,2256,1292,9
901,209,552,5
2579,1979,246,8
30,3166,1001,8
3859,1151,1851,10
2653,4965,3746,0
2937,1358,1759,2
1696,996,4986,3
3008,3049,384,4
3140,170,2297,3
292,4209,4923,7
2757,1167,2178,5
1093,2052,3834,5
1024,3162,4037,5
4933,1268,1693,6
4671,978,3735,10
3396,2608,244,10
4039,1888,2461,0
2614,3499,1923,8
3385,2674,4335,10
1420,1301,1289,4
3074,3420,878,9
762,4354,272,2
4949,4785,3054,1
4101,3533,2756,5
2231,1750,755,2
275,1934,723,5
744,4315,1387,3
1329,3545,1437,2
3813,2187,1086,8
1744,3886,967,2
1326,2523,4128,8
3825,474,2897,9
2599,3674,2060,7
1974,2883,3,10
724,3767,3209,8
1272,4584,663,1
2498,4924,4935,7
4508,2771,4311,2
673,4452,1660,8
1260,3950,1430,4
3684,4457,649,3
2732,4231,1945,2
3301,1839,3095,5
2051,3879,1765,2
721,3889,2650,8
966,4887,687,4
2102,3326,2838,2
1798,4735,3442,6
3082,570,4029,1
3584,1537,3281,5
691,2976,3831,10
4804,1504,4035,9
6,2675,1306,3
3347,3417,1040,4
4845,910,4294,0
4287,2336,3081,0
4659,979,4342,4
3104,4810,3895,6
2130,1914,223,0
294,1494,2260,9
2294,2796,3999,9
2466,190,2295,9
2996,1757,2884,0
873,4518,4089,10
4171,2451,3875,9
3599,1353,3924,2
2617,1145,4794,6
3717,1669,1459,10
2193,901,3741,5
1640,2682,2864,4
251,364,3687,10
3838,763,4514,5
261,1518,2258,3
4411,42,592,0
4711,1614,2337,10
89,3847,599,4
15,168,3822,6
4516,1773,4116,7
2341,451,691,8
2767,4171,2112,0
